Id,Height,Weight,Name,Gender
8621,145.91,40.56,Reba,Female
6871,145.98,43.69,Rossie,Female
5926,146,39.69,Caswell,Male
6090,146.15,43.63,Hattie,Female
7214,146.18,44.74,Stephen,Male
7567,146.19,49.06,Clarance,Male
6292,146.2,47.71,Lilly,Female
8616,146.3,44.53,Lenna,Female
7531,146.42,45.09,Doc,Male
5717,146.44,44.85,Adolfo,Male
6290,146.49,57.13,Hallie,Female
9709,146.56,41.83,Jonathan,Male
8079,146.59,42.81,Hermann,Male
9896,146.66,42.48,Cicero,Male
7095,146.72,40.73,Rozella,Female
7415,146.77,57.22,Chauncey,Male
9508,146.78,48.47,Marvin,Male
6948,146.79,46.86,Marry,Female
7125,146.8,51.01,Robert,Male
6361,146.81,39.1,Zora,Female
9319,146.81,50.96,John,Male
5822,146.83,48.85,Cloyd,Male
8820,146.89,37.66,Rubie,Female
8166,146.91,47.96,Mabel,Female
7915,146.94,43.67,Ace,Male
9493,146.94,44.02,Pete,Male
5387,146.99,42.43,Stewart,Male
5380,147.02,50.22,Francisco,Male
5427,147.12,45.6,Ransom,Male
7129,147.16,44.32,Walter,Male
5850,147.19,41.49,Hervey,Male
5163,147.22,50.91,Anton,Male
6860,147.24,53.85,Nanie,Female
6674,147.27,41.78,Wilda,Female
9691,147.31,43.5,Ulysses,Male
9626,147.4,42.09,Clem,Male
6715,147.42,45.58,Birtie,Female
5960,147.44,41.88,Greene,Male
5229,147.48,51.28,Lucius,Male
7659,147.54,43.07,Kelly,Male
6217,147.6,43.67,Rosie,Female
7128,147.62,52.8,Harry,Male
7268,147.62,46.31,Matthew,Male
6937,147.64,44.63,Litha,Female
6965,147.66,40.53,Pennie,Female
9644,147.67,52.45,Archibald,Male
7996,147.69,50.82,Tracy,Male
8515,147.72,43.4,Cecile,Female
7004,147.73,47.69,Bobbie,Female
6360,147.8,48.56,Mandy,Female
8456,147.8,47.39,Kittie,Female
6049,147.86,44.85,Uriah,Male
6348,147.86,46.16,Rosetta,Female
7936,147.86,35.16,Dennie,Male
8842,147.89,52.15,Elena,Female
7829,147.97,53.3,Rene,Male
9810,147.98,47.57,Dorsey,Male
7860,148.08,41.87,Eben,Male
8282,148.08,43.15,Beatrice,Female
6594,148.14,53.09,Lonie,Female
8651,148.19,49.96,Cathrine,Female
9035,148.2,50.01,Jonnie,Female
9914,148.21,49.95,Odie,Male
8266,148.26,51.66,Lela,Female
8768,148.26,41.75,Felicia,Female
5869,148.28,43.81,Littleton,Male
6368,148.3,38.92,Bell,Female
6806,148.3,46.3,Osa,Female
9258,148.3,45.76,Media,Female
5646,148.33,52.12,Octave,Male
4795,148.35,55.04,Leonia,Female
7300,148.35,48.43,Ora,Male
5526,148.38,43.74,Lenard,Male
7448,148.4,47.97,Emmet,Male
6500,148.42,51.94,Corrie,Female
5015,148.43,44.54,Bert,Male
9180,148.43,51.48,Ardelia,Female
5310,148.45,41.01,Hal,Male
5848,148.52,46.74,Hermann,Male
6957,148.57,42.27,Ottilia,Female
5747,148.6,46.32,Fate,Male
6581,148.62,51.61,America,Female
9630,148.63,52.61,Sanford,Male
6808,148.65,58.41,Pollie,Female
8560,148.65,47.07,Rita,Female
9001,148.65,48.89,Ammie,Female
7539,148.67,50.16,Jules,Male
7154,148.74,59.6,Lewis,Male
5846,148.79,49.46,Heber,Male
9407,148.79,44.72,Eddie,Male
7756,148.82,47.99,Tobe,Male
5164,148.84,47.54,Marvin,Male
6526,148.84,48.56,Wilma,Female
8906,148.85,46.41,Helga,Female
8963,148.87,46.86,Grayce,Female
6615,148.89,51.73,Jettie,Female
9164,148.89,51.33,Vicie,Female
5612,148.9,47.94,Travis,Male
7523,148.9,44.7,Enos,Male
6930,148.93,46.48,Josefa,Female
5720,148.95,41.34,Alcide,Male
6236,148.96,43.78,Lucinda,Female
6305,148.96,43.45,Zella,Female
5222,148.97,45.47,Luke,Male
9548,148.99,49.9,Matt,Male
9614,148.99,51.66,Antonio,Male
8226,149.02,44.69,Lydia,Female
7532,149.05,41.52,Duncan,Male
9742,149.06,46.2,Merle,Male
6257,149.07,54.25,Lois,Female
6106,149.11,46.26,Ada,Female
7215,149.12,54.55,Emil,Male
9565,149.12,43.84,Anderson,Male
7248,149.15,48.11,Nathan,Male
7311,149.15,50.14,Ollie,Male
7416,149.2,43.89,Ellsworth,Male
5217,149.23,44.33,Orville,Male
9923,149.23,48.46,Tracy,Male
8438,149.24,50.65,Tennie,Female
8924,149.26,46.47,Ossie,Female
7997,149.28,46.96,Verne,Male
8585,149.29,51.06,Aurelia,Female
8953,149.3,51.78,Delta,Female
5656,149.31,41.17,Alec,Male
6178,149.38,42.21,Anne,Female
7130,149.41,49.15,Arthur,Male
7574,149.45,46.65,Valentine,Male
8812,149.45,53.2,Margery,Female
8972,149.47,53.4,Lovina,Female
6985,149.48,54.18,Alphonsine,Female
5982,149.5,44.7,Kay,Male
5192,149.51,41.15,Lon,Male
7865,149.52,45.74,Elton,Male
6791,149.53,41.85,Kathryne,Female
5080,149.54,46.69,Calvin,Male
8494,149.59,47.37,Vivian,Female
5014,149.6,46.12,Herman,Male
9024,149.62,43.08,Flo,Female
5001,149.63,46.31,Elmer,Male
7550,149.64,52.81,Arther,Male
7023,149.65,50.5,Elza,Female
5230,149.67,47.78,Ezra,Male
8098,149.73,46.88,Linzy,Male
9241,149.75,44.99,Leontine,Female
8049,149.76,43.43,Duke,Male
6247,149.77,41.63,Lettie,Female
8005,149.77,50.26,Wyatt,Male
7611,149.79,51.24,Walton,Male
6015,149.81,48.07,Obe,Male
5280,149.83,45.7,Ward,Male
5558,149.85,51.59,Manley,Male
7715,149.85,47.83,Bertie,Male
8449,149.85,48.91,Lorena,Female
5722,149.86,46.48,Alvis,Male
5209,149.93,50.73,Enoch,Male
6949,149.93,52.98,Maymie,Female
7172,149.93,48.25,Ben,Male
7984,149.93,44.62,Ronald,Male
6081,149.94,48.85,Laura,Female
9633,149.96,49.03,Lemuel,Male
9576,149.98,47.8,Louie,Male
9985,149.98,50.67,Benjamen,Male
7813,149.99,50.82,Gustaf,Male
9948,150.02,56.22,Ethan,Male
7533,150.07,45.06,Elza,Male
5776,150.08,45.83,Nickolas,Male
7906,150.08,48.91,Sarah,Male
5155,150.09,58.64,Ora,Male
9995,150.11,50.14,Gideon,Male
6332,150.12,46.91,Antoinette,Female
9469,150.13,56.72,Owen,Male
6558,150.14,47.57,Vada,Female
8969,150.16,48.75,Lissie,Female
9384,150.17,48.93,Ira,Male
8182,150.18,41.06,Edna,Female
6926,150.2,58.76,Jemima,Female
6086,150.21,51.47,Cora,Female
7177,150.22,46.73,Lawrence,Male
7301,150.24,47.17,Anton,Male
9110,150.26,49.53,Glenn,Female
7086,150.28,49.84,Philomene,Female
6085,150.29,50.82,Mabel,Female
7202,150.29,48.14,Sidney,Male
6698,150.31,52.37,Lular,Female
5935,150.32,48.43,Donnie,Male
8265,150.43,59.49,Iva,Female
5381,150.47,50.43,Geo,Male
7692,150.48,52.05,Lafayette,Male
8009,150.48,47.59,Alcide,Male
9838,150.48,49.31,Albin,Male
8120,150.49,48.11,Noel,Male
8142,150.49,50.16,Titus,Male
5435,150.5,63.11,Clint,Male
5879,150.53,53.31,Oran,Male
8548,150.53,53.25,Iola,Female
6880,150.54,45.65,Aletha,Female
5884,150.57,39.41,Press,Male
5300,150.63,56.55,Green,Male
6130,150.64,49.18,Maud,Female
6270,150.65,41.75,Hulda,Female
9594,150.65,47.13,Miles,Male
9084,150.68,46.29,Becky,Female
7986,150.69,45.57,Samual,Male
6397,150.7,46.5,Veronica,Female
5425,150.71,54.8,Loyd,Male
6350,150.72,49.98,Erma,Female
6733,150.72,47.76,Jossie,Female
7683,150.72,54.97,Dell,Male
6946,150.74,45.4,Mariam,Female
9871,150.74,51.44,Elmo,Male
7000,150.76,48.13,Bert,Female
8903,150.76,51.35,Gennie,Female
7390,150.8,53.87,Mathew,Male
2335,150.83,61.87,Savannah,Female
7090,150.84,49.75,Rennie,Female
5518,150.85,56.17,Evans,Male
7197,150.86,56.34,Theodore,Male
7724,150.86,59.59,Crawford,Male
8877,150.88,49.45,Adell,Female
9911,150.89,50.74,Merrill,Male
8364,150.9,45.91,Carolyn,Female
7695,150.91,46.9,Lucien,Male
9607,150.92,56.43,Douglas,Male
7385,150.94,42.98,Hugo,Male
6319,150.97,50.74,Linda,Female
8803,150.97,44.8,Henry,Female
9740,150.97,47.03,Judson,Male
7606,150.99,53.15,Josiah,Male
6956,151,50.86,Odelia,Female
8069,151,49.04,Golden,Male
8479,151.04,50.67,Eda,Female
8028,151.07,45.76,Bose,Male
9105,151.07,55.41,Ema,Female
6473,151.08,49.39,Berta,Female
8566,151.08,48.93,Georgiana,Female
7630,151.11,46.64,Pierre,Male
6051,151.12,56.97,Vance,Male
6297,151.13,58.48,Claudia,Female
8974,151.14,49.88,Maebelle,Female
6127,151.16,48.37,Elsie,Female
7350,151.17,56.65,Monroe,Male
9930,151.17,49.63,Zeb,Male
5279,151.2,52.05,Omer,Male
5927,151.2,55.81,Claudie,Male
8539,151.21,56.61,Leora,Female
8428,151.22,51.78,Ivy,Female
9989,151.23,55,Colonel,Male
8315,151.25,53.91,Cecelia,Female
8448,151.25,48.92,Juanita,Female
9557,151.25,45.05,Wade,Male
5755,151.26,60.32,Harland,Male
8732,151.27,52.7,Ana,Female
5691,151.28,50.31,Humphrey,Male
5751,151.3,59.02,Ford,Male
7670,151.33,45.2,Sumner,Male
8107,151.35,47.19,Mace,Male
8157,151.35,52.26,Alice,Female
6874,151.39,52.27,Texie,Female
7373,151.4,49.62,Miles,Male
5061,151.41,49.81,Rufus,Male
8663,151.43,52.28,Onie,Female
7137,151.44,48.7,Richard,Male
5810,151.45,48.75,Ashby,Male
8125,151.45,57.61,Orra,Male
5390,151.47,49.57,Alton,Male
7610,151.47,46.02,Ulysses,Male
9771,151.47,50.55,Alford,Male
9427,151.48,57.79,Calvin,Male
6483,151.49,45.6,Tina,Female
5152,151.5,52.87,Millard,Male
5978,151.55,48.68,Jennie,Male
5071,151.56,57.31,Dennis,Male
9007,151.56,51.88,Arvilla,Female
9266,151.6,49.1,Nanna,Female
6421,151.62,50.06,Ettie,Female
9955,151.64,50.42,Hudson,Male
6233,151.66,49.86,Birdie,Female
6489,151.66,52.13,Lavinia,Female
6556,151.68,49.81,Onie,Female
6785,151.73,58.52,Georgina,Female
6963,151.73,56.63,Peggy,Female
7368,151.75,43.51,Vincent,Male
6777,151.76,46.43,Eller,Female
5631,151.79,48.16,Eric,Male
6419,151.79,47.15,Elise,Female
6711,151.79,45.52,Viva,Female
8503,151.79,54.05,Vida,Female
9591,151.79,54.3,Gordon,Male
5383,151.8,51.14,Murray,Male
5602,151.8,43.32,Rush,Male
6021,151.8,60.55,Ottie,Male
6838,151.8,47.7,Euphemia,Female
9882,151.8,48.18,Orlando,Male
9496,151.81,50.47,Wiley,Male
7127,151.82,57.64,Edward,Male
9570,151.82,50.28,Glen,Male
5315,151.83,54.77,Myron,Male
8134,151.83,56.44,Roswell,Male
8632,151.85,53.68,Florida,Female
5084,151.86,53.03,Gus,Male
9681,151.86,49.82,Elza,Male
9727,151.87,58.17,Madison,Male
9696,151.88,53.87,Evan,Male
6323,151.89,46.62,Norma,Female
5365,151.9,46.33,Elton,Male
6840,151.92,49.74,Evangeline,Female
6207,151.93,50.85,Bettie,Female
8534,151.93,59.4,Rosella,Female
8859,151.93,48.8,Manuela,Female
6792,151.95,63.29,Letta,Female
9512,151.95,55.41,Nicholas,Male
6197,151.97,45.23,Louisa,Female
8653,151.98,46.84,Delilah,Female
5940,151.99,58.04,Ell,Male
8525,151.99,48.24,Ellie,Female
9768,151.99,49.03,Addison,Male
8248,152.01,50.87,Rebecca,Female
7064,152.02,46.14,Melva,Female
9052,152.04,55.28,Odie,Female
4638,152.06,53.43,Evaline,Female
8627,152.06,53.4,Ara,Female
8298,152.08,48.82,Mable,Female
9865,152.08,59.51,Alpha,Male
8003,152.09,48.44,Winston,Male
9271,152.09,45.3,Odile,Female
5773,152.12,49.27,Mont,Male
8922,152.12,43.38,Neta,Female
6894,152.13,58.59,Bird,Female
8439,152.13,52.96,Blanch,Female
6251,152.15,53.74,Selma,Female
6584,152.15,54.24,Audrey,Female
9940,152.15,52.85,Crawford,Male
7108,152.16,47.92,Vira,Female
7393,152.17,52.4,Nick,Male
8328,152.17,42.89,Adelaide,Female
9487,152.18,51.58,Jasper,Male
8007,152.19,53.73,Zeno,Male
6834,152.2,56.95,Elmina,Female
9028,152.21,44.65,Genie,Female
2192,152.24,64.16,Adelaide,Female
6609,152.25,56.02,Dell,Female
7341,152.25,46.48,Barney,Male
7916,152.25,50.17,Adolf,Male
8225,152.27,50.45,Mollie,Female
7502,152.29,46.04,Freeman,Male
8288,152.29,54.38,Essie,Female
5525,152.32,52.38,June,Male
6406,152.32,47,Anita,Female
5377,152.33,50.45,Wilbert,Male
8267,152.34,50.26,Leona,Female
1943,152.35,51.21,Leonidas,Male
9019,152.35,51.85,Electa,Female
8860,152.37,58.7,Milly,Female
6825,152.39,52.53,Delila,Female
7438,152.39,51.55,Taylor,Male
5929,152.4,51.68,Conley,Male
5947,152.4,43.93,Erie,Male
8358,152.4,43.38,Leah,Female
6333,152.41,51.91,Ivy,Female
7966,152.41,51.1,Lillian,Male
7366,152.43,51.65,Emery,Male
9017,152.43,49.46,Clifford,Female
9490,152.43,51.28,Reuben,Male
6477,152.44,53.37,Easter,Female
6596,152.44,60.48,Selina,Female
9506,152.47,46.9,Ellis,Male
9776,152.47,39.48,Jules,Male
9811,152.47,57.36,Emerson,Male
5107,152.48,47.4,Jose,Male
9310,152.48,42.28,Thora,Female
9994,152.48,44.31,Ennis,Male
5809,152.49,53.35,Asberry,Male
8478,152.49,51.23,Antoinette,Female
6050,152.5,57.01,Val,Male
9503,152.5,52.4,Jeff,Male
6768,152.51,44.01,Cleora,Female
7886,152.51,58.58,Lionel,Male
5043,152.52,51.98,Allen,Male
7054,152.53,52.46,Lovey,Female
7481,152.53,56.55,Loren,Male
8905,152.54,50.95,Glennie,Female
9916,152.56,46.67,Pierre,Male
6510,152.59,63.09,Una,Female
7806,152.59,57.33,Cornelious,Male
8336,152.61,56.14,Rena,Female
8245,152.63,53.48,Esther,Female
9093,152.63,48.09,Cyntha,Female
9527,152.64,47.36,Alva,Male
6919,152.65,55.68,Glendora,Female
7635,152.66,48.48,Smith,Male
5707,152.67,55.5,Sampson,Male
9217,152.68,44.49,Elia,Female
6366,152.69,57.93,Miriam,Female
5321,152.71,50.02,Frederic,Male
5401,152.71,51.44,Clay,Male
6230,152.72,54,Mathilda,Female
6570,152.72,50.61,Merle,Female
7146,152.72,49.62,Roy,Male
6269,152.73,48.95,Gladys,Female
6887,152.73,55.76,Arlena,Female
6573,152.74,58.85,Philomena,Female
9417,152.75,49.51,Leroy,Male
7395,152.76,53.89,Burt,Male
7900,152.76,50.28,Pleas,Male
5852,152.77,48.61,Horatio,Male
8161,152.77,54.83,Bessie,Female
9588,152.77,50.44,Clifton,Male
7514,152.78,45.7,Wash,Male
7641,152.78,47.16,Williams,Male
8675,152.78,50.49,Harriette,Female
9669,152.8,49.05,Wilbert,Male
5395,152.81,42.74,Guss,Male
6304,152.81,52.66,Ophelia,Female
6743,152.81,59.34,Ottie,Female
8320,152.82,54.54,Leila,Female
7560,152.83,51.28,Pink,Male
6739,152.84,50.25,Millicent,Female
6482,152.85,49.56,Melvina,Female
6630,152.85,44.79,Henry,Female
8095,152.85,52.8,Lessie,Male
8249,152.85,44.12,Hannah,Female
6513,152.86,57.31,Antonia,Female
7473,152.86,59.59,Sim,Male
6519,152.87,45.07,Leonora,Female
7068,152.87,46.31,Mima,Female
6288,152.88,53.5,Teresa,Female
9538,152.88,52.43,Marcus,Male
7750,152.89,43.71,Roman,Male
8273,152.89,52.18,Sara,Female
6123,152.9,58,Rosa,Female
8202,152.93,50.37,Nora,Female
5034,152.94,53.99,Ira,Male
5727,152.94,49.74,Baxter,Male
3021,152.95,66.66,Philip,Male
6637,152.96,49.53,Melinda,Female
7733,152.96,54.63,Howell,Male
8111,152.96,48.87,Mannie,Male
7490,152.98,54.87,Dewitt,Male
8105,152.98,43.51,Lute,Male
7598,153,56.18,Arlie,Male
7868,153.01,55.11,Ewell,Male
4171,153.02,69.78,Naomi,Female
5318,153.02,59.72,Abram,Male
6864,153.02,61.47,Orrie,Female
9531,153.03,47.61,Glenn,Male
8878,153.04,56.85,Adline,Female
9589,153.04,56.92,Chas,Male
5976,153.05,49.94,Isadore,Male
7088,153.05,52.34,Pricilla,Female
8987,153.06,45.62,Roma,Female
2528,153.08,57.36,Melinda,Female
2975,153.08,60.3,Peter,Male
5786,153.08,48.14,Rowland,Male
6722,153.08,51.29,Dinah,Female
8470,153.09,55.18,Bridget,Female
5606,153.1,41.75,Seymour,Male
6899,153.1,48.47,Celina,Female
6504,153.11,52.83,Ione,Female
7115,153.12,57.59,Zillah,Female
5038,153.13,59.17,Theodore,Male
8064,153.13,45.43,Fenton,Male
8533,153.15,52.67,Kathleen,Female
7465,153.16,54.2,Malcolm,Male
5992,153.17,61.1,Lionel,Male
6855,153.17,54.71,Lollie,Female
9365,153.17,49.57,Tom,Male
7580,153.18,48.98,Early,Male
6736,153.2,50.79,Lonnie,Female
7547,153.21,50.82,Stewart,Male
8403,153.21,52.06,Cordelia,Female
9498,153.23,56.34,Wilson,Male
7428,153.24,39.04,Forest,Male
8623,153.24,51.92,Sina,Female
7679,153.25,59.44,Chin,Male
8181,153.25,37.28,Louise,Female
8719,153.25,46.38,Jessica,Female
9002,153.27,50.38,Andrea,Female
8346,153.29,49.11,Verna,Female
8879,153.29,59.94,Aggie,Female
6277,153.31,57.99,Fanny,Female
1239,153.32,60.85,Kenneth,Male
7315,153.37,52.18,Clayton,Male
8832,153.37,56.9,Aileen,Female
7340,153.39,56.69,Nathaniel,Male
8840,153.39,57.47,Dana,Female
6186,153.4,59.32,Ann,Female
6507,153.41,56.17,Ludie,Female
6831,153.41,57.6,Elenor,Female
7015,153.41,51.2,Deetta,Female
7201,153.41,52.35,Philip,Male
6620,153.42,53.85,Rowena,Female
6057,153.43,55.44,Winifred,Male
5649,153.44,48.37,Tillman,Male
8093,153.45,56.57,Lemon,Male
7849,153.46,57.47,Buster,Male
6399,153.47,52.66,Bridget,Female
7634,153.47,46.06,Simeon,Male
9226,153.47,44.12,Fredericka,Female
7050,153.48,59.25,Lockie,Female
6262,153.5,53.74,Roxie,Female
5552,153.51,53.57,Howell,Male
8654,153.51,61.96,Elizebeth,Female
8742,153.52,53.63,Estell,Female
9815,153.52,56.12,Houston,Male
5921,153.53,49.75,Bradley,Male
9945,153.53,52.36,Eben,Male
9982,153.53,61.49,Alan,Male
5191,153.54,53.37,Barney,Male
8100,153.55,51.85,Loney,Male
8387,153.55,55.41,Jeannette,Female
7883,153.56,53.72,Lars,Male
9088,153.56,55.74,Bobbie,Female
7160,153.57,56.91,Tom,Male
8163,153.58,51.19,Nellie,Female
7781,153.6,57.46,Isadore,Male
9981,153.6,50.24,Adrian,Male
7967,153.63,47.36,Ludwig,Male
8551,153.63,50.15,Pansy,Female
9005,153.63,55.25,Arta,Female
6378,153.66,50.73,Lessie,Female
6517,153.67,54.88,Ira,Female
5111,153.68,52.79,Manuel,Male
5768,153.68,53.38,Manning,Male
5488,153.7,56.11,Jules,Male
7037,153.72,60.57,Icey,Female
8341,153.72,63.39,Sue,Female
9378,153.72,53.99,Ed,Male
9433,153.72,54.68,Leslie,Male
6211,153.73,56.58,Hazel,Female
8236,153.73,51.38,Georgia,Female
9376,153.74,55.56,Chester,Male
6475,153.75,50.06,Donna,Female
5467,153.78,53.69,Josh,Male
6634,153.78,46.51,Lea,Female
8541,153.78,61.1,Matie,Female
5473,153.8,51.36,Pierce,Male
6118,153.8,49.09,Katherine,Female
7912,153.8,52.28,Wendell,Male
8178,153.8,50.03,Hattie,Female
5515,153.82,55.1,Ernie,Male
9447,153.82,54.19,Jose,Male
7976,153.83,54.51,Obie,Male
8147,153.83,52.74,Mary,Female
5808,153.84,50.12,Arlie,Male
6371,153.84,48.44,Lyda,Female
7458,153.85,55.75,Francisco,Male
9358,153.85,45.48,Earl,Male
9813,153.85,61.27,Garrett,Male
7529,153.86,52.98,Benton,Male
8365,153.86,45.04,Phoebe,Female
9194,153.86,57.54,Byrde,Female
5073,153.87,53.63,Lester,Male
5967,153.87,44.44,Harvie,Male
6169,153.87,57.77,Beulah,Female
8247,153.87,46.35,Eliza,Female
8908,153.88,49.28,Isadora,Female
9352,153.88,46.15,Peter,Male
5474,153.89,51.07,Randall,Male
6803,153.89,52.81,Ocie,Female
8777,153.89,52.64,Magdalen,Female
9055,153.89,58.14,Patience,Female
9122,153.89,56.41,Lala,Female
6229,153.9,49.58,Dollie,Female
8233,153.91,53.87,Kate,Female
5985,153.92,48.52,Laura,Male
7858,153.92,56.52,Doctor,Male
9668,153.92,47.56,Pat,Male
5440,153.93,45.36,Garrett,Male
9428,153.93,52.7,Amos,Male
9879,153.93,60.48,Lyle,Male
7057,153.94,49.46,Madora,Female
8696,153.94,52.36,Harry,Female
4981,153.96,70.97,Louis,Male
5882,153.96,59.13,Ott,Male
9304,153.96,48.4,Siddie,Female
6403,153.98,54.6,Nan,Female
7848,153.98,61.99,Burr,Male
7975,153.98,43.72,Morton,Male
9360,153.98,52.69,Frederick,Male
5792,153.99,58.34,Titus,Male
9185,153.99,53.77,Azelie,Female
5040,154,49.77,Leonard,Male
5208,154,59.42,Conrad,Male
9296,154,55.08,Roxana,Female
9200,154.01,62.09,Christie,Female
9230,154.01,49.76,Herma,Female
9876,154.01,54.72,Howell,Male
9430,154.02,52.81,Everett,Male
7338,154.03,53.59,Garfield,Male
6067,154.04,55.28,Minnie,Female
7648,154.04,56.18,Clare,Male
8805,154.06,54,Icie,Female
9973,154.06,55.83,Tillman,Male
8692,154.07,54.07,Diana,Female
6480,154.08,53.49,Kathleen,Female
9884,154.08,51.75,Rube,Male
6006,154.09,55.16,Merritt,Male
7179,154.09,50.42,Charley,Male
6244,154.1,45.61,Isabel,Female
6587,154.1,56.08,Dolores,Female
8091,154.1,50.22,Junious,Male
5114,154.11,52.53,Abraham,Male
5570,154.11,58.34,Tim,Male
6302,154.11,51.13,Naomi,Female
8708,154.12,54.71,Dolores,Female
552,154.13,58.65,Clarissa,Female
5680,154.13,51.55,Dolphus,Male
5766,154.13,54.86,Louise,Male
5908,154.13,54.07,Alby,Male
6331,154.13,52.09,Annette,Female
7082,154.14,53.56,Orilla,Female
7556,154.14,45.87,Henery,Male
7660,154.14,51.73,Larry,Male
7213,154.15,56.96,Leon,Male
6321,154.16,58.98,Madge,Female
8846,154.16,52.22,Fred,Female
9510,154.16,40.91,Austin,Male
6237,154.2,53.22,Harriett,Female
8757,154.2,51.33,Vernie,Female
5312,154.22,54.69,Jonas,Male
6154,154.22,52.93,Charlotte,Female
6701,154.22,59.26,Matilde,Female
8371,154.22,56.44,Lura,Female
3333,154.23,56.08,Allan,Male
9898,154.23,55.89,Davis,Male
8628,154.24,55.57,Clarice,Female
8845,154.24,47.03,Flavia,Female
9420,154.24,58.71,Clifford,Male
9645,154.24,52.72,Berry,Male
5671,154.26,58.94,Bertha,Male
6954,154.26,51.36,Nella,Female
8286,154.26,54.42,Rosie,Female
9974,154.27,54.85,Toney,Male
8391,154.28,53.71,Gussie,Female
9906,154.29,55.65,Jonah,Male
427,154.3,61.76,Luvenia,Female
6307,154.31,51.45,Isabella,Female
7437,154.32,49.96,Josh,Male
7629,154.32,50.99,Otha,Male
7928,154.32,46.88,Bryan,Male
9674,154.32,44.85,Jason,Male
9788,154.32,62.51,Axel,Male
7270,154.33,53.06,Levi,Male
9543,154.33,51.85,Nathaniel,Male
8132,154.34,50.51,Rome,Male
9058,154.34,56.71,Rosemary,Female
5712,154.36,46.84,Walton,Male
5832,154.36,49.82,Elsworth,Male
8716,154.37,51.91,Icy,Female
5207,154.38,50.29,Scott,Male
8260,154.38,51.65,Pauline,Female
6303,154.39,52.11,Lee,Female
7747,154.39,51.53,Pablo,Male
5758,154.4,60.43,Hilary,Male
8818,154.4,54.07,Paralee,Female
1578,154.43,58.24,Waldo,Male
6256,154.43,57.12,Linnie,Female
6445,154.43,49.49,Lutie,Female
9351,154.43,50.76,Sam,Male
9366,154.43,54.67,Herman,Male
5296,154.45,53.15,Berry,Male
5551,154.45,51,Furman,Male
9094,154.45,50.34,Daisey,Female
5016,154.46,57.57,Eugene,Male
7105,154.46,54.86,Vergie,Female
5125,154.47,59.95,Alva,Male
5324,154.47,49.96,Ivan,Male
7165,154.47,49.31,Jacob,Male
9357,154.47,51.8,Lewis,Male
1443,154.48,62.49,Rubin,Male
6827,154.48,60.73,Dorathea,Female
7378,154.49,57.81,Matt,Male
6228,154.5,51.54,Celia,Female
7655,154.5,47.28,Gust,Male
8271,154.51,52.73,Josie,Female
9454,154.51,57.85,Stanley,Male
6401,154.52,48.66,Georgianna,Female
7420,154.52,56.16,Ned,Male
9160,154.52,47.49,Tacy,Female
8940,154.53,52.43,Annis,Female
6163,154.54,59.56,Ollie,Female
8556,154.54,52.85,Dena,Female
5190,154.55,61.67,Vernon,Male
5323,154.55,48.74,Gust,Male
5382,154.55,52.14,Hugo,Male
6967,154.55,44.33,Pinkey,Female
5341,154.56,49.42,Ellsworth,Male
8775,154.56,54.23,Ludie,Female
5933,154.57,63.87,Dionicio,Male
